実装済み	区分	//ID	Name	Jname	Type	Price	Sell	Weight	ATK	DEF	Range	Slot	Job	Gender	Loc	wLV	eLV	resorce	View	Refine	{UseScript}	{EquipScript}	{UnEquipScript}			ID	Upper	Zone	Dropable	Sellable	Storageable	GuildStorageable	Cartable	Delay	Cooldown	Buyingable	Nonconsume	DropEffect	"ID,Upper,Zone,Dropable,Sellable,Storageable,GuildStorageable,Cartable,Delay,Cooldown,Buyingable,Nonconsume,DropEffect"	//	条件詳細			
		200114	consum	[2021summer]歩羅七精錬フォースの箱	2			0					2074075135	2			1				"{},{},{}"			"200114,consum,[2021summer]歩羅七精錬フォースの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200114	0	0	1	1	0	1	1	0	0	0	0	0	"200114,0,0,1,1,0,1,1,0,0,0,0,0"	//[2021summer]歩羅七精錬フォースの箱	倉庫のみ			
		200115	consum	[2021summer]ドレッシークーポンの箱	2			0					2074075135	2			1				"{},{},{}"			"200115,consum,[2021summer]ドレッシークーポンの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200115	0	0	1	1	0	1	1	0	0	0	0	0	"200115,0,0,1,1,0,1,1,0,0,0,0,0"	//[2021summer]ドレッシークーポンの箱	倉庫のみ			
		200116	consum	コスたまHolyDarknessVI	2			10					2074075135	2			1				"{},{},{}"			"200116,consum,コスたまHolyDarknessVI,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200116	0	0	1	1	0	1	1	0	0	0	0	0	"200116,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまHolyDarknessVI	倉庫のみ			
		200130	consum	コスたまSeasideIII	2			10					2074075135	2			1				"{},{},{}"			"200130,consum,コスたまSeasideIII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200130	0	0	1	1	0	1	1	0	0	0	0	0	"200130,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまSeasideIII	倉庫のみ			
		200132	consum	コスたまBurningII	2			10					2074075135	2			1				"{},{},{}"			"200132,consum,コスたまBurningII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200132	0	0	1	1	0	1	1	0	0	0	0	0	"200132,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまBurningII	倉庫のみ			
		200139	consum	[2021]特別チケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200139,consum,[2021]特別チケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200139	0	0	1	1	0	1	1	0	0	0	0	0	"200139,0,0,1,1,0,1,1,0,0,0,0,0"	//[2021]特別チケットの箱	倉庫のみ			
		200142	consum	コスたまAnimalsVIII	2			10					2074075135	2			1				"{},{},{}"			"200142,consum,コスたまAnimalsVIII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200142	0	0	1	1	0	1	1	0	0	0	0	0	"200142,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまAnimalsVIII	倉庫のみ			
		200153	consum	コスたまHalloweenV	2			10					2074075135	2			1				"{},{},{}"			"200153,consum,コスたまHalloweenV,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200153	0	0	1	1	0	1	1	0	0	0	0	0	"200153,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまHalloweenV	倉庫のみ			
		200154	consum	コスたまGourmet	2			10					2074075135	2			1				"{},{},{}"			"200154,consum,コスたまGourmet,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200154	0	0	1	1	0	1	1	0	0	0	0	0	"200154,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまGourmet	倉庫のみ			
		200158	consum	復刻コスたまの箱	2			10					2074075135	2			1				"{},{},{}"			"200158,consum,復刻コスたまの箱,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200158	0	0	1	1	0	1	1	0	0	0	0	0	"200158,0,0,1,1,0,1,1,0,0,0,0,0"	//復刻コスたまの箱	倉庫のみ			
		200165	consum	コスたまHairCollectionVII(明色)	2			10					2074075135	2			1				"{},{},{}"			"200165,consum,コスたまHairCollectionVII(明色),2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200165	0	0	1	1	0	1	1	0	0	0	0	0	"200165,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまHairCollectionVII(明色)	倉庫のみ			
		200166	consum	[19thAnniversary]歩羅七精錬フォースの箱	2			0					2074075135	2			1				"{},{},{}"			"200166,consum,[19thAnniversary]歩羅七精錬フォースの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200166	0	0	1	1	0	1	1	0	0	0	0	0	"200166,0,0,1,1,0,1,1,0,0,0,0,0"	//[19thAnniversary]歩羅七精錬フォースの箱	倉庫のみ			
		200167	consum	[19thAnniversary]ドレッシークーポンの箱	2			0					2074075135	2			1				"{},{},{}"			"200167,consum,[19thAnniversary]ドレッシークーポンの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200167	0	0	1	1	0	1	1	0	0	0	0	0	"200167,0,0,1,1,0,1,1,0,0,0,0,0"	//[19thAnniversary]ドレッシークーポンの箱	倉庫のみ			
		200173	consum	コスたまFrozenVI	2			10					2074075135	2			1				"{},{},{}"			"200173,consum,コスたまFrozenVI,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200173	0	0	1	1	0	1	1	0	0	0	0	0	"200173,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまFrozenVI	倉庫のみ			
		200184	consum	コスたまCute	2			10					2074075135	2			1				"{},{},{}"			"200184,consum,コスたまCute,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200184	0	0	1	1	0	1	1	0	0	0	0	0	"200184,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまCute	倉庫のみ			
		200188	consum	[2022年]究極精錬チケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200188,consum,[2022年]究極精錬チケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200188	0	0	1	1	0	1	1	0	0	0	0	0	"200188,0,0,1,1,0,1,1,0,0,0,0,0"	//[2022年]究極精錬チケットの箱	倉庫のみ			
		200189	consum	[2022]特別チケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200189,consum,[2022]特別チケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200189	0	0	1	1	0	1	1	0	0	0	0	0	"200189,0,0,1,1,0,1,1,0,0,0,0,0"	//[2022]特別チケットの箱	倉庫のみ			
		200192	consum	コスたまMusicFes	2			10					2074075135	2			1				"{},{},{}"			"200192,consum,コスたまMusicFes,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200192	0	0	1	1	0	1	1	0	0	0	0	0	"200192,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまMusicFes	倉庫のみ			
		200200	consum	コスたまFlowerGardenIII	2			10					2074075135	2			1				"{},{},{}"			"200200,consum,コスたまFlowerGardenIII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200200	0	0	1	1	0	1	1	0	0	0	0	0	"200200,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまFlowerGardenIII	倉庫のみ			
		200205	consum	コスたまCharactersIII	2			10					2074075135	2			1				"{},{},{}"			"200205,consum,コスたまCharactersIII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200205	0	0	1	1	0	1	1	0	0	0	0	0	"200205,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまCharactersIII	倉庫のみ			
		200206	consum	コスたまJuneBrideIII	2			10					2074075135	2			1				"{},{},{}"			"200206,consum,コスたまJuneBrideIII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200206	0	0	1	1	0	1	1	0	0	0	0	0	"200206,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまJuneBrideIII	倉庫のみ			
		200208	consum	[2022summer]歩羅七精錬フォースの箱	2			0					2074075135	2			1				"{},{},{}"			"200208,consum,[2022summer]歩羅七精錬フォースの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200208	0	0	1	1	0	1	1	0	0	0	0	0	"200208,0,0,1,1,0,1,1,0,0,0,0,0"	//[2022summer]歩羅七精錬フォースの箱	倉庫のみ			
		200209	consum	[2022summer]ドレッシークーポンの箱	2			0					2074075135	2			1				"{},{},{}"			"200209,consum,[2022summer]ドレッシークーポンの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200209	0	0	1	1	0	1	1	0	0	0	0	0	"200209,0,0,1,1,0,1,1,0,0,0,0,0"	//[2022summer]ドレッシークーポンの箱	倉庫のみ			
		200217	consum	コスたまGalaxy	2			10					2074075135	2			1				"{},{},{}"			"200217,consum,コスたまGalaxy,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200217	0	0	1	1	0	1	1	0	0	0	0	0	"200217,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまGalaxy	倉庫のみ			
		200218	consum	コスたまAdventure	2			10					2074075135	2			1				"{},{},{}"			"200218,consum,コスたまAdventure,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200218	0	0	1	1	0	1	1	0	0	0	0	0	"200218,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまAdventure	倉庫のみ			
		200222	consum	[2022]特別チケットの箱(Autumn)	2			0					2074075135	2			1				"{},{},{}"			"200222,consum,[2022]特別チケットの箱(Autumn),2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200222	0	0	1	1	0	1	1	0	0	0	0	0	"200222,0,0,1,1,0,1,1,0,0,0,0,0"	//[2022]特別チケットの箱(Autumn)	倉庫のみ			
		200223	consum	コスたまOrientalII	2			10					2074075135	2			1				"{},{},{}"			"200223,consum,コスたまOrientalII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200223	0	0	1	1	0	1	1	0	0	0	0	0	"200223,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまOrientalII	倉庫のみ			
		200228	consum	コスたまHalloweenVI	2			10					2074075135	2			1				"{},{},{}"			"200228,consum,コスたまHalloweenVI,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200228	0	0	1	1	0	1	1	0	0	0	0	0	"200228,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまHalloweenVI	倉庫のみ			
		200232	consum	コスたま20thAnniversary	2			10					2074075135	2			1				"{},{},{}"			"200232,consum,コスたま20thAnniversary,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200232	0	0	1	1	0	1	1	0	0	0	0	0	"200232,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたま20thAnniversary	倉庫のみ			
		200234	consum	[20thAnniversary]歩羅七精錬フォースの箱	2			0					2074075135	2			1				"{},{},{}"			"200234,consum,[20thAnniversary]歩羅七精錬フォースの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200234	0	0	1	1	0	1	1	0	0	0	0	0	"200234,0,0,1,1,0,1,1,0,0,0,0,0"	//[20thAnniversary]歩羅七精錬フォースの箱	倉庫のみ			
		200235	consum	[20thAnniversary]ドレッシークーポンの箱	2			0					2074075135	2			1				"{},{},{}"			"200235,consum,[20thAnniversary]ドレッシークーポンの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200235	0	0	1	1	0	1	1	0	0	0	0	0	"200235,0,0,1,1,0,1,1,0,0,0,0,0"	//[20thAnniversary]ドレッシークーポンの箱	倉庫のみ			
		200248	consum	[2023]復刻コスたまの箱(Season1)	2			10					2074075135	2			1				"{},{},{}"			"200248,consum,[2023]復刻コスたまの箱(Season1),2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200248	0	0	1	1	0	1	1	0	0	0	0	0	"200248,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]復刻コスたまの箱(Season1)	倉庫のみ			
		200249	consum	[2023]復刻コスたま引換券(Season1)11個の箱	2			10					2074075135	2			1				"{},{},{}"			"200249,consum,[2023]復刻コスたま引換券(Season1)11個の箱,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200249	0	0	1	1	0	1	1	0	0	0	0	0	"200249,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]復刻コスたま引換券(Season1)11個の箱	倉庫のみ			
		200250	consum	[2023]復刻コスたまの箱(Season2)	2			10					2074075135	2			1				"{},{},{}"			"200250,consum,[2023]復刻コスたまの箱(Season2),2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200250	0	0	1	1	0	1	1	0	0	0	0	0	"200250,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]復刻コスたまの箱(Season2)	倉庫のみ			
		200251	consum	[2023]復刻コスたま引換券(Season2)11個の箱	2			10					2074075135	2			1				"{},{},{}"			"200251,consum,[2023]復刻コスたま引換券(Season2)11個の箱,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200251	0	0	1	1	0	1	1	0	0	0	0	0	"200251,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]復刻コスたま引換券(Season2)11個の箱	倉庫のみ			
		200252	consum	[2023]復刻コスたまの箱(Season3)	2			10					2074075135	2			1				"{},{},{}"			"200252,consum,[2023]復刻コスたまの箱(Season3),2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200252	0	0	1	1	0	1	1	0	0	0	0	0	"200252,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]復刻コスたまの箱(Season3)	倉庫のみ			
		200253	consum	[2023]復刻コスたま引換券(Season3)11個の箱	2			10					2074075135	2			1				"{},{},{}"			"200253,consum,[2023]復刻コスたま引換券(Season3)11個の箱,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200253	0	0	1	1	0	1	1	0	0	0	0	0	"200253,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]復刻コスたま引換券(Season3)11個の箱	倉庫のみ			
		200265	consum	コスたまHairCollectionVIII(明色)	2			10					2074075135	2			1				"{},{},{}"			"200265,consum,コスたまHairCollectionVIII(明色),2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200265	0	0	1	1	0	1	1	0	0	0	0	0	"200265,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまHairCollectionVIII(明色)	倉庫のみ			
		200266	consum	コスたまHairCollectionVIII(暗色)	2			10					2074075135	2			1				"{},{},{}"			"200266,consum,コスたまHairCollectionVIII(暗色),2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200266	0	0	1	1	0	1	1	0	0	0	0	0	"200266,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまHairCollectionVIII(暗色)	倉庫のみ			
		200277	consum	コスたまFrozenVII	2			10					2074075135	2			1				"{},{},{}"			"200277,consum,コスたまFrozenVII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200277	0	0	1	1	0	1	1	0	0	0	0	0	"200277,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまFrozenVII	倉庫のみ			
		200278	consum	コスたまCuteII	2			10					2074075135	2			1				"{},{},{}"			"200278,consum,コスたまCuteII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200278	0	0	1	1	0	1	1	0	0	0	0	0	"200278,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまCuteII	倉庫のみ			
		200279	consum	[2023年]究極精錬お楽しみチケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200279,consum,[2023年]究極精錬お楽しみチケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200279	0	0	1	1	0	1	1	0	0	0	0	0	"200279,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023年]究極精錬お楽しみチケットの箱	倉庫のみ			
		200290	consum	コスたまMonstersIX	2			10					2074075135	2			1				"{},{},{}"			"200290,consum,コスたまMonstersIX,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200290	0	0	1	1	0	1	1	0	0	0	0	0	"200290,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまMonstersIX	倉庫のみ			
		200294	consum	コスたまSpringPartyV	2			10					2074075135	2			1				"{},{},{}"			"200294,consum,コスたまSpringPartyV,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200294	0	0	1	1	0	1	1	0	0	0	0	0	"200294,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまSpringPartyV	倉庫のみ			
		200295	consum	祈りの方向チケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200295,consum,祈りの方向チケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200295	0	0	1	1	0	1	1	0	0	0	0	0	"200295,0,0,1,1,0,1,1,0,0,0,0,0"	//祈りの方向チケットの箱	倉庫のみ			
		200302	consum	キューペットボックス抽選券交換チケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200302,consum,キューペットボックス抽選券交換チケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200302	0	0	1	1	0	1	1	0	0	0	0	0	"200302,0,0,1,1,0,1,1,0,0,0,0,0"	//キューペットボックス抽選券交換チケットの箱	倉庫のみ			
		200303	consum	コスたまMaerchenIII	2			10					2074075135	2			1				"{},{},{}"			"200303,consum,コスたまMaerchenIII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200303	0	0	1	1	0	1	1	0	0	0	0	0	"200303,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまMaerchenIII	倉庫のみ			
		200304	consum	エンハンスキューブII(グレイウルフ)の箱	2			0					2074075135	2			1				"{},{},{}"			"200304,consum,エンハンスキューブII(グレイウルフ)の箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200304	0	0	1	1	0	1	1	0	0	0	0	0	"200304,0,0,1,1,0,1,1,0,0,0,0,0"	//エンハンスキューブII(グレイウルフ)の箱	倉庫のみ			
		200311	consum	コスたまRoyalII	2			10					2074075135	2			1				"{},{},{}"			"200311,consum,コスたまRoyalII,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200311	0	0	1	1	0	1	1	0	0	0	0	0	"200311,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまRoyalII	倉庫のみ			
		200315	consum	[2023summer]歩羅七精錬フォースの箱	2			0					2074075135	2			1				"{},{},{}"			"200315,consum,[2023summer]歩羅七精錬フォースの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200315	0	0	1	1	0	1	1	0	0	0	0	0	"200315,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023summer]歩羅七精錬フォースの箱	倉庫のみ			
		200316	consum	[2023summer]ドレッシークーポンの箱	2			0					2074075135	2			1				"{},{},{}"			"200316,consum,[2023summer]ドレッシークーポンの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200316	0	0	1	1	0	1	1	0	0	0	0	0	"200316,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023summer]ドレッシークーポンの箱	倉庫のみ			
		200317	consum	コスたまSeasideIV	2			10					2074075135	2			1				"{},{},{}"			"200317,consum,コスたまSeasideIV,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200317	0	0	1	1	0	1	1	0	0	0	0	0	"200317,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまSeasideIV	倉庫のみ			
		200318	consum	[2023]特別チケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200318,consum,[2023]特別チケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200318	0	0	1	1	0	1	1	0	0	0	0	0	"200318,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023]特別チケットの箱	倉庫のみ			
		200319	consum	[2023年]ジューンブライドチケットの箱	2			0					2074075135	2			1				"{},{},{}"			"200319,consum,[2023年]ジューンブライドチケットの箱,2,,,0,,,,,2074075135,2,,,1,,,{},{},{}"		200319	0	0	1	1	0	1	1	0	0	0	0	0	"200319,0,0,1,1,0,1,1,0,0,0,0,0"	//[2023年]ジューンブライドチケットの箱	倉庫のみ			
		200320	consum	コスたまSummerParty	2			10					2074075135	2			1				"{},{},{}"			"200320,consum,コスたまSummerParty,2,,,10,,,,,2074075135,2,,,1,,,{},{},{}"		200320	0	0	1	1	0	1	1	0	0	0	0	0	"200320,0,0,1,1,0,1,1,0,0,0,0,0"	//コスたまSummerParty	倉庫のみ			
		300001	card	ポイゾナスカード	6	20		10							65535						"{},{},{}"			"300001,card,ポイゾナスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300001	0	0	0	0	0	0	0	0	0	1	0	0	"300001,0,0,0,0,0,0,0,0,0,1,0,0"	//ポイゾナスカード			0	"300001,card,ポイゾナスカード,0"
		300002	card	トキシャスカード	6	20		10							65535						"{},{},{}"			"300002,card,トキシャスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300002	0	0	0	0	0	0	0	0	0	1	0	0	"300002,0,0,0,0,0,0,0,0,0,1,0,0"	//トキシャスカード			1	"300002,card,トキシャスカード,1"
		300003	card	ホワイトポルセリオカード	6	20		10							65535						"{},{},{}"			"300003,card,ホワイトポルセリオカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300003	0	0	0	0	0	0	0	0	0	1	0	0	"300003,0,0,0,0,0,0,0,0,0,1,0,0"	//ホワイトポルセリオカード			0	"300003,card,ホワイトポルセリオカード,0"
		300004	card	ネオミネラルカード	6	20		10							65535						"{},{},{}"			"300004,card,ネオミネラルカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300004	0	0	0	0	0	0	0	0	0	1	0	0	"300004,0,0,0,0,0,0,0,0,0,1,0,0"	//ネオミネラルカード			1	"300004,card,ネオミネラルカード,1"
		300005	card	アビスマンカード	6	20		10							65535						"{},{},{}"			"300005,card,アビスマンカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300005	0	0	0	0	0	0	0	0	0	1	0	0	"300005,0,0,0,0,0,0,0,0,0,1,0,0"	//アビスマンカード			0	"300005,card,アビスマンカード,0"
		300006	card	ジュエリーアントカード	6	20		10							65535						"{},{},{}"			"300006,card,ジュエリーアントカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300006	0	0	0	0	0	0	0	0	0	1	0	0	"300006,0,0,0,0,0,0,0,0,0,1,0,0"	//ジュエリーアントカード			0	"300006,card,ジュエリーアントカード,0"
		300007	card	ジュゴリアントカード	6	20		10							65535						"{},{},{}"			"300007,card,ジュゴリアントカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300007	0	0	0	0	0	0	0	0	0	1	0	0	"300007,0,0,0,0,0,0,0,0,0,1,0,0"	//ジュゴリアントカード			0	"300007,card,ジュゴリアントカード,0"
		300008	card	エンジェゴルトカード	6	20		10							65535						"{},{},{}"			"300008,card,エンジェゴルトカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300008	0	0	0	0	0	0	0	0	0	1	0	0	"300008,0,0,0,0,0,0,0,0,0,1,0,0"	//エンジェゴルトカード			0	"300008,card,エンジェゴルトカード,0"
		300009	card	スペクトラムプラズマカード	6	20		10							65535						"{},{},{}"			"300009,card,スペクトラムプラズマカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300009	0	0	0	0	0	0	0	0	0	1	0	0	"300009,0,0,0,0,0,0,0,0,0,1,0,0"	//スペクトラムプラズマカード			0	"300009,card,スペクトラムプラズマカード,0"
		300010	card	アークプラズマカード	6	20		10							65535						"{},{},{}"			"300010,card,アークプラズマカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300010	0	0	0	0	0	0	0	0	0	1	0	0	"300010,0,0,0,0,0,0,0,0,0,1,0,0"	//アークプラズマカード			0	"300010,card,アークプラズマカード,0"
		300011	card	ホーリープルスカード	6	20		10							65535						"{},{},{}"			"300011,card,ホーリープルスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300011	0	0	0	0	0	0	0	0	0	1	0	0	"300011,0,0,0,0,0,0,0,0,0,1,0,0"	//ホーリープルスカード			0	"300011,card,ホーリープルスカード,0"
		300012	card	ホーリースコグルカード	6	20		10							65535						"{},{},{}"			"300012,card,ホーリースコグルカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300012	0	0	0	0	0	0	0	0	0	1	0	0	"300012,0,0,0,0,0,0,0,0,0,1,0,0"	//ホーリースコグルカード			0	"300012,card,ホーリースコグルカード,0"
		300013	card	レギンレイヴカード	6	20		10							65535						"{},{},{}"			"300013,card,レギンレイヴカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300013	0	0	0	0	0	0	0	0	0	1	0	0	"300013,0,0,0,0,0,0,0,0,0,1,0,0"	//レギンレイヴカード			0	"300013,card,レギンレイヴカード,0"
		300014	card	イングリッドカード	6	20		10							65535						"{},{},{}"			"300014,card,イングリッドカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300014	0	0	0	0	0	0	0	0	0	1	0	0	"300014,0,0,0,0,0,0,0,0,0,1,0,0"	//イングリッドカード			0	"300014,card,イングリッドカード,0"
		300015	card	パープルペロスカード	6	20		10							65535						"{},{},{}"			"300015,card,パープルペロスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300015	0	0	0	0	0	0	0	0	0	1	0	0	"300015,0,0,0,0,0,0,0,0,0,1,0,0"	//パープルペロスカード			0	"300015,card,パープルペロスカード,0"
		300016	card	トレジャーミミックカード	6	20		10							65535						"{},{},{}"			"300016,card,トレジャーミミックカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300016	0	0	0	0	0	0	0	0	0	1	0	0	"300016,0,0,0,0,0,0,0,0,0,1,0,0"	//トレジャーミミックカード			0	"300016,card,トレジャーミミックカード,0"
		300017	card	ブラックオシドスカード	6	20		10							65535						"{},{},{}"			"300017,card,ブラックオシドスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300017	0	0	0	0	0	0	0	0	0	1	0	0	"300017,0,0,0,0,0,0,0,0,0,1,0,0"	//ブラックオシドスカード			1	"300017,card,ブラックオシドスカード,1"
		300018	card	シルバーオシドスカード	6	20		10							65535						"{},{},{}"			"300018,card,シルバーオシドスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300018	0	0	0	0	0	0	0	0	0	1	0	0	"300018,0,0,0,0,0,0,0,0,0,1,0,0"	//シルバーオシドスカード			1	"300018,card,シルバーオシドスカード,1"
		300019	card	ボーンペロスカード	6	20		10							65535						"{},{},{}"			"300019,card,ボーンペロスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300019	0	0	0	0	0	0	0	0	0	1	0	0	"300019,0,0,0,0,0,0,0,0,0,1,0,0"	//ボーンペロスカード			1	"300019,card,ボーンペロスカード,1"
		300020	card	ボーンオシドスカード	6	20		10							65535						"{},{},{}"			"300020,card,ボーンオシドスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300020	0	0	0	0	0	0	0	0	0	1	0	0	"300020,0,0,0,0,0,0,0,0,0,1,0,0"	//ボーンオシドスカード			1	"300020,card,ボーンオシドスカード,1"
		300021	card	ボーンデータルザウルスカード	6	20		10							65535						"{},{},{}"			"300021,card,ボーンデータルザウルスカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300021	0	0	0	0	0	0	0	0	0	1	0	0	"300021,0,0,0,0,0,0,0,0,0,1,0,0"	//ボーンデータルザウルスカード			0	"300021,card,ボーンデータルザウルスカード,0"
		300076	card	故障した警備型ベータカード	6	20		10							65535						"{},{},{}"			"300076,card,故障した警備型ベータカード,6,20,,10,,,,,,,65535,,,,,{},{},{}"		300076	0	0	0	0	0	0	0	0	0	1	0	0	"300076,0,0,0,0,0,0,0,0,0,1,0,0"	//故障した警備型ベータカード			1	"300076,card,故障した警備型ベータカード,1"
