//mob_db.txtへオーバーライド
//ID,Name,JName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per
21811,20TH_GATE_PURPLE_M,invisible,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21812,20TH_GATE_PURPLE_S,invisible,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21813,20TH_GATE_RED_M,invisible,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21814,20TH_GATE_RED_S,invisible,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21842,E_PORING_20,E_PORING_20,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21843,SEASON_MOB_151,WOODEN_GOLEM,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21844,SEASON_MOB_152,Munak,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21845,SEASON_MOB_153,BON_GUN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21846,SEASON_MOB_154,FERUS,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21847,SEASON_MOB_155,PYURIEL,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21848,SEASON_MOB_156,KADES,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21849,SEASON_MOB_157,GIOIA,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21850,SEASON_MOB_158,DAEHYON,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21851,SEASON_MOB_159,LOST_DRAGON,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21852,SEASON_MOB_160,AB_PRINCESS_1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21859,G_MASTERING,MASTERING,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21860,G_CRAB,CRAB,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21861,G_SHELLFISH,SHELLFISH,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21862,VR_MD_SWORDMAN,VR_MD_SWORDMAN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21863,VR_MARLBRON,VR_MARLBRON,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21870,VR_MD_DEVIL,Doppelganger,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21871,SEASON_MOB_161,EP16_2_E_BOLKOBA,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21872,SEASON_MOB_162,DESERT_WOLF,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21873,SEASON_MOB_163,EP16_2_MM_S_GUARDS,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21874,SEASON_MOB_164,ORC_LORD,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21875,SEASON_MOB_165,PORING,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21876,SEASON_MOB_166,AS_RAGGED_GOLEM,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21877,SEASON_MOB_167,BOMBPORING,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21878,SEASON_MOB_168,CONSTANT,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21879,SEASON_MOB_169,GRAND_PECO,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21880,SEASON_MOB_170,MAJORUROS,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21881,SEASON_MOB_171,MINOROUS,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21882,SEASON_MOB_172,ANOPHELES,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21883,SEASON_MOB_173,INVISIBLE,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21884,SEASON_MOB_174,DR_POM_SPIDER,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21885,SEASON_MOB_175,4_ED_FENCE,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21886,SEASON_MOB_176,INVISIBLE,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21888,G_DEVILING,DEVILING,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21908,VR_WILD_ROSE,Wild_Rose,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21910,VR_MD_LZ,VR_MD_LZ,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21911,2210_EV_SPIDING,2210_EV_SPIDING,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21920,ECO_RUDO,rudo,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21921,ECO_ARCHANGELING,archangeling,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21922,ECO_FAKE_ANGEL,fake_angel,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21923,ECO_PLASMA_P,plasma_p,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21924,ECO_SOLACE,solace,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21925,ECO_ANOPHELES,anopheles,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21926,ECO_GRYPHON,gryphon,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21927,ECO_RANDGRIS,randgris,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21928,ECO_COMODO,comodo,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21929,ECO_POISON_TOAD,poison_toad,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21930,ECO_SIDE_WINDER,side_winder,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21931,ECO_CRAMP,cramp,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21932,ECO_KUKRE,kukre,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21933,ECO_NEPENTHES,nepenthes,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21934,ECO_ANGRA_MANTIS,angra_mantis,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21935,ECO_VENOM_KIMERA,ep16_2_venom_kimera,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21936,ECO_NIGHTMARE,nightmare,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21937,ECO_WHISPER,whisper,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21938,ECO_MARIONETTE,marionette,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21939,ECO_NOXIOUS,noxious,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21940,ECO_THE_PAPER,the_paper,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21941,ECO_GAJOMART,gajomart,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21942,ECO_ODIUM,tha_odium,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21943,ECO_GLOOMUNDERNIGHT,gloomundernight,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21958,SEASON_MOB_177,WATERMELON,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21959,SEASON_MOB_178,pitaya_b,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21960,SEASON_MOB_179,pitaya_g,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21961,SEASON_MOB_180,pitaya_v,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21962,SEASON_MOB_181,pitaya_y,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21963,SEASON_MOB_182,pitaya_r,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21965,EP20_COPO,EP20_COPO,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21966,EP20_ICEWIND1,EP20_ICEWIND1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21967,EP20_ICEWIND2,EP20_ICEWIND2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21968,EP20_EGGCOPO,EP20_EGGCOPO,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21969,EP20_RABBIT_ICESLUG,EP20_RABBIT_ICESLUG,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21970,EP20_MELIBE_ICESLUG,EP20_MELIBE_ICESLUG,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21971,EP20_ICEBEAR,EP20_ICEBEAR,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21972,EP20_JORMUNGUARD1,EP20_JORMUNGUARD1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21973,EP20_JORMUNGUARD2,EP20_JORMUNGUARD2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21974,EP20_FAKE_IWIN_SN,EP20_FAKE_IWIN_SN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21975,EP20_FAKE_IWIN_SY,EP20_FAKE_IWIN_SY,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21976,EP20_FAKE_IWIN_SB,EP20_FAKE_IWIN_SB,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21977,EP20_FAKE_IWIN_SG,EP20_FAKE_IWIN_SG,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21978,EP20_FAKE_IWIN_SR,EP20_FAKE_IWIN_SR,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21979,EP20_DEMIGOD_LASGAND,EP20_DEMIGOD_LASGAND,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21980,EP20_BOSS_CLANER,EP20_BOSS_CLANER,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21981,MD_EP20_BOSS_LASGAND,EP20_DEMIGOD_LASGAND,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21982,MD_EP20_FALLENANGEL,MD_EP20_FALLENANGEL,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21983,EP20_ANGEL_ICESLUG,EP20_ANGEL_ICESLUG,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21984,EP20_ICEEGG,EP20_ICEEGG,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21985,EP20_RGAN_WARLOCK,EP20_RGAN_WARLOCK,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21986,EP20_RGAN_HEALER,EP20_RGAN_HEALER,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21987,EP20_JORGAN_WARLOCK,EP20_JORGAN_WARLOCK,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21988,EP20_JORGAN_HEALER,EP20_JORGAN_HEALER,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21989,EP20_JORGAN_GUARDIAN,EP20_JORGAN_GUARDIAN,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21990,EP20_JORGAN_CLEANER,EP20_JORGAN_CLEANER,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21991,MD_EP20_JOR_G_P,EP20_JORMUNGUARD1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
21992,MD_EP20_JOR_G_Y,EP20_JORMUNGUARD2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,12,1,0,20,5765,125,747,1632,576,501,5500,502,3000,503,800,504,300,0,0,0,0,0,0,0,0,0,0,44444,1,0,0,0,0,0,0,0,0
